dataset,case,step,frame_index_in_file,time,source_file,x_top10mean,y_rank450mean_ascending
sorted_degree,LP1_32,301,0,0.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.9850387,180.1757316
sorted_degree,LP1_32,301,1,1.0,step7_301_sorted_degree_TIP3_O_exp.dat,304.37906150000003,178.5117446
sorted_degree,LP1_32,301,2,2.0,step7_301_sorted_degree_TIP3_O_exp.dat,305.95412380000005,179.65960980000003
sorted_degree,LP1_32,301,3,3.0,step7_301_sorted_degree_TIP3_O_exp.dat,306.3695469,179.4950439
sorted_degree,LP1_32,301,4,4.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.81512,180.0086547
sorted_degree,LP1_32,301,5,5.0,step7_301_sorted_degree_TIP3_O_exp.dat,305.1503454,180.1791088
sorted_degree,LP1_32,301,6,6.0,step7_301_sorted_degree_TIP3_O_exp.dat,306.8966943,179.3036838
sorted_degree,LP1_32,301,7,7.0,step7_301_sorted_degree_TIP3_O_exp.dat,304.5326421,179.4046098
sorted_degree,LP1_32,301,8,8.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.64848920000003,179.62110639999997
sorted_degree,LP1_32,301,9,9.0,step7_301_sorted_degree_TIP3_O_exp.dat,303.87740429999997,179.20452989999998
sorted_degree,LP1_32,301,10,10.0,step7_301_sorted_degree_TIP3_O_exp.dat,304.2981065999999,178.893565
sorted_degree,LP1_32,301,11,11.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.6795928,179.7713541
sorted_degree,LP1_32,301,12,12.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.98769690000006,179.0596069
sorted_degree,LP1_32,301,13,13.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.9370212,179.00423080000002
sorted_degree,LP1_32,301,14,14.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.5633855,179.68516449999998
sorted_degree,LP1_32,301,15,15.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.5248974,180.1548824
sorted_degree,LP1_32,301,16,16.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.42266589999997,179.468005
sorted_degree,LP1_32,301,17,17.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.6268577,179.5655214
sorted_degree,LP1_32,301,18,18.0,step7_301_sorted_degree_TIP3_O_exp.dat,305.46043280000004,179.70525049999998
sorted_degree,LP1_32,301,19,19.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.72984790000004,179.7033657
sorted_degree,LP1_32,301,20,20.0,step7_301_sorted_degree_TIP3_O_exp.dat,305.6337321,178.3997846
sorted_degree,LP1_32,301,21,21.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.9949685,179.68999879999998
sorted_degree,LP1_32,301,22,22.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.8674148,180.2593827
sorted_degree,LP1_32,301,23,23.0,step7_301_sorted_degree_TIP3_O_exp.dat,310.0567004,180.74023880000001
sorted_degree,LP1_32,301,24,24.0,step7_301_sorted_degree_TIP3_O_exp.dat,306.3493437000001,179.2994876
sorted_degree,LP1_32,301,25,25.0,step7_301_sorted_degree_TIP3_O_exp.dat,310.0870831,180.4426119
sorted_degree,LP1_32,301,26,26.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.3625414,180.3228538
sorted_degree,LP1_32,301,27,27.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.5700257,180.21949779999997
sorted_degree,LP1_32,301,28,28.0,step7_301_sorted_degree_TIP3_O_exp.dat,306.2889456,179.65142469999998
sorted_degree,LP1_32,301,29,29.0,step7_301_sorted_degree_TIP3_O_exp.dat,305.8205226,179.4839864
sorted_degree,LP1_32,301,30,30.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.2186845,179.54533980000002
sorted_degree,LP1_32,301,31,31.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.3195283,180.54048630000003
sorted_degree,LP1_32,301,32,32.0,step7_301_sorted_degree_TIP3_O_exp.dat,310.533718,180.8648236
sorted_degree,LP1_32,301,33,33.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.4940633,180.7393509
sorted_degree,LP1_32,301,34,34.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.9844781,178.9474861
sorted_degree,LP1_32,301,35,35.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.0388253,179.7378138
sorted_degree,LP1_32,301,36,36.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.7873689,179.0196346
sorted_degree,LP1_32,301,37,37.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.3121248,178.6600285
sorted_degree,LP1_32,301,38,38.0,step7_301_sorted_degree_TIP3_O_exp.dat,309.81281040000005,180.4564971
sorted_degree,LP1_32,301,39,39.0,step7_301_sorted_degree_TIP3_O_exp.dat,309.40056300000003,179.7702575
sorted_degree,LP1_32,301,40,40.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.71610039999996,180.2543131
sorted_degree,LP1_32,301,41,41.0,step7_301_sorted_degree_TIP3_O_exp.dat,306.8983637,179.5682769
sorted_degree,LP1_32,301,42,42.0,step7_301_sorted_degree_TIP3_O_exp.dat,309.4763975,180.1387679
sorted_degree,LP1_32,301,43,43.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.37807979999997,180.13074
sorted_degree,LP1_32,301,44,44.0,step7_301_sorted_degree_TIP3_O_exp.dat,309.04431080000006,179.25009340000003
sorted_degree,LP1_32,301,45,45.0,step7_301_sorted_degree_TIP3_O_exp.dat,307.835629,178.7609829
sorted_degree,LP1_32,301,46,46.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.9704994,180.46146249999998
sorted_degree,LP1_32,301,47,47.0,step7_301_sorted_degree_TIP3_O_exp.dat,305.252941,179.21968969999998
sorted_degree,LP1_32,301,48,48.0,step7_301_sorted_degree_TIP3_O_exp.dat,306.7736632,179.84459809999998
sorted_degree,LP1_32,301,49,49.0,step7_301_sorted_degree_TIP3_O_exp.dat,306.32199099999997,178.55169740000002
sorted_degree,LP1_32,301,50,50.0,step7_301_sorted_degree_TIP3_O_exp.dat,309.2858495,180.04117230000003
sorted_degree,LP1_32,301,51,51.0,step7_301_sorted_degree_TIP3_O_exp.dat,308.93853520000005,179.8687187
sorted_degree,LP1_32,301,52,52.0,step7_301_sorted_degree_TIP3_O_exp.dat,305.15477,178.23812709999999
