dataset,case,step,frame_index_in_file,time,source_file,x_top10mean,y_rank450mean_ascending
sorted_degree,LP1_16,302,54,54.0,step7_302_sorted_degree_TIP3_O_exp.dat,263.05699549999997,184.01842969999998
sorted_degree,LP1_16,302,55,55.0,step7_302_sorted_degree_TIP3_O_exp.dat,262.7252498,183.7905533
sorted_degree,LP1_16,302,56,56.0,step7_302_sorted_degree_TIP3_O_exp.dat,261.1781257,183.65033000000003
sorted_degree,LP1_16,302,57,57.0,step7_302_sorted_degree_TIP3_O_exp.dat,262.77798060000003,184.1019715
sorted_degree,LP1_16,302,58,58.0,step7_302_sorted_degree_TIP3_O_exp.dat,261.3363735,183.60050500000003
sorted_degree,LP1_16,302,59,59.0,step7_302_sorted_degree_TIP3_O_exp.dat,259.1613321,182.77769139999998
sorted_degree,LP1_16,302,60,60.0,step7_302_sorted_degree_TIP3_O_exp.dat,259.04562669999996,183.5925264
sorted_degree,LP1_16,302,61,61.0,step7_302_sorted_degree_TIP3_O_exp.dat,259.6740947,183.1195804
sorted_degree,LP1_16,302,62,62.0,step7_302_sorted_degree_TIP3_O_exp.dat,260.59218300000003,182.7743368
sorted_degree,LP1_16,302,63,63.0,step7_302_sorted_degree_TIP3_O_exp.dat,261.3347152,182.95881089999997
sorted_degree,LP1_16,302,64,64.0,step7_302_sorted_degree_TIP3_O_exp.dat,262.2382692,183.3932987
sorted_degree,LP1_16,302,65,65.0,step7_302_sorted_degree_TIP3_O_exp.dat,261.0915777,183.1241175
sorted_degree,LP1_16,302,66,66.0,step7_302_sorted_degree_TIP3_O_exp.dat,261.2016191,183.3145955
sorted_degree,LP1_16,302,67,67.0,step7_302_sorted_degree_TIP3_O_exp.dat,259.9147959,182.9463261
sorted_degree,LP1_16,302,68,68.0,step7_302_sorted_degree_TIP3_O_exp.dat,262.5216217,183.41699060000002
sorted_degree,LP1_16,302,69,69.0,step7_302_sorted_degree_TIP3_O_exp.dat,266.0118596,184.13883130000002
sorted_degree,LP1_16,302,70,70.0,step7_302_sorted_degree_TIP3_O_exp.dat,264.9286026,182.88998650000002
sorted_degree,LP1_16,302,71,71.0,step7_302_sorted_degree_TIP3_O_exp.dat,263.569689,181.46719040000002
sorted_degree,LP1_16,302,72,72.0,step7_302_sorted_degree_TIP3_O_exp.dat,267.13627490000005,181.98073330000003
sorted_degree,LP1_16,302,73,73.0,step7_302_sorted_degree_TIP3_O_exp.dat,264.9151505,181.0732857
sorted_degree,LP1_16,302,74,74.0,step7_302_sorted_degree_TIP3_O_exp.dat,265.5795258,183.010126
sorted_degree,LP1_16,302,75,75.0,step7_302_sorted_degree_TIP3_O_exp.dat,266.18340609999996,183.5730878
sorted_degree,LP1_16,302,76,76.0,step7_302_sorted_degree_TIP3_O_exp.dat,267.2384044,182.55003299999998
sorted_degree,LP1_16,302,77,77.0,step7_302_sorted_degree_TIP3_O_exp.dat,270.2792683,184.0695956
sorted_degree,LP1_16,302,78,78.0,step7_302_sorted_degree_TIP3_O_exp.dat,265.6723903,182.6681811
sorted_degree,LP1_16,302,79,79.0,step7_302_sorted_degree_TIP3_O_exp.dat,269.2814368,182.7541869
sorted_degree,LP1_16,302,80,80.0,step7_302_sorted_degree_TIP3_O_exp.dat,267.53831230000003,182.4243161
sorted_degree,LP1_16,302,81,81.0,step7_302_sorted_degree_TIP3_O_exp.dat,268.61391560000004,181.99174870000002
sorted_degree,LP1_16,302,82,82.0,step7_302_sorted_degree_TIP3_O_exp.dat,269.26162259999995,181.6154699
sorted_degree,LP1_16,302,83,83.0,step7_302_sorted_degree_TIP3_O_exp.dat,269.54404189999997,181.959502
