dataset,case,step,frame_index_in_file,time,source_file,x_top10mean,y_rank450mean_ascending
sorted_degree,LP1_64,301,0,0.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.846685,192.0133732
sorted_degree,LP1_64,301,1,1.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.1011353999999,191.927213
sorted_degree,LP1_64,301,2,2.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.8187151000001,192.80945409999998
sorted_degree,LP1_64,301,3,3.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.4591574,192.7858147
sorted_degree,LP1_64,301,4,4.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.6028798,191.9621617
sorted_degree,LP1_64,301,5,5.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.8776066,191.9107743
sorted_degree,LP1_64,301,6,6.0,step7_301_sorted_degree_TIP3_O_exp.dat,317.94491579999993,191.3202207
sorted_degree,LP1_64,301,7,7.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.0027177,191.5894288
sorted_degree,LP1_64,301,8,8.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.3269491,191.2807671
sorted_degree,LP1_64,301,9,9.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.30168119999996,193.0750281
sorted_degree,LP1_64,301,10,10.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.229705,190.82716870000002
sorted_degree,LP1_64,301,11,11.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.3618217,191.7219872
sorted_degree,LP1_64,301,12,12.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.535997,192.3102883
sorted_degree,LP1_64,301,13,13.0,step7_301_sorted_degree_TIP3_O_exp.dat,322.08541870000005,192.8659024
sorted_degree,LP1_64,301,14,14.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.7954734,192.1598644
sorted_degree,LP1_64,301,15,15.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.19086139999996,191.7441119
sorted_degree,LP1_64,301,16,16.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.0959253,192.2021612
sorted_degree,LP1_64,301,17,17.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.5432803,192.28500300000002
sorted_degree,LP1_64,301,18,18.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.1777813,192.18056510000002
sorted_degree,LP1_64,301,19,19.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.81046050000003,191.82497320000002
sorted_degree,LP1_64,301,20,20.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.2777812,192.1146303
sorted_degree,LP1_64,301,21,21.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.1438018,190.16569199999998
sorted_degree,LP1_64,301,22,22.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.8187451,192.1798742
sorted_degree,LP1_64,301,23,23.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.0804213,190.90272750000003
sorted_degree,LP1_64,301,24,24.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.1822726,190.4893222
sorted_degree,LP1_64,301,25,25.0,step7_301_sorted_degree_TIP3_O_exp.dat,322.70642419999996,193.3512461
sorted_degree,LP1_64,301,26,26.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.97049849999996,191.89520050000002
sorted_degree,LP1_64,301,27,27.0,step7_301_sorted_degree_TIP3_O_exp.dat,322.554706,193.4986074
sorted_degree,LP1_64,301,28,28.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.6789713,193.0690229
sorted_degree,LP1_64,301,29,29.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.1122145,190.6989754
sorted_degree,LP1_64,301,30,30.0,step7_301_sorted_degree_TIP3_O_exp.dat,323.9236263,192.5879406
sorted_degree,LP1_64,301,31,31.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.7797225,192.5008459
sorted_degree,LP1_64,301,32,32.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.90501589999997,191.92223689999997
sorted_degree,LP1_64,301,33,33.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.0467643,190.9599061
sorted_degree,LP1_64,301,34,34.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.19386629999997,193.9846795
sorted_degree,LP1_64,301,35,35.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.53099890000004,190.4013783
sorted_degree,LP1_64,301,36,36.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.70612289999997,192.01586129999998
sorted_degree,LP1_64,301,37,37.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.205246,191.03396
sorted_degree,LP1_64,301,38,38.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.6784044,191.6778693
sorted_degree,LP1_64,301,39,39.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.265575,191.8228767
sorted_degree,LP1_64,301,40,40.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.0431389,192.55306339999998
sorted_degree,LP1_64,301,41,41.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.1118135,192.7445658
sorted_degree,LP1_64,301,42,42.0,step7_301_sorted_degree_TIP3_O_exp.dat,317.77379460000003,191.8619018
sorted_degree,LP1_64,301,43,43.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.3134071,192.1932188
sorted_degree,LP1_64,301,44,44.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.80751610000004,192.2594656
sorted_degree,LP1_64,301,45,45.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.58169019999997,191.1763698
sorted_degree,LP1_64,301,46,46.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.3633827,193.3866577
sorted_degree,LP1_64,301,47,47.0,step7_301_sorted_degree_TIP3_O_exp.dat,317.1834559999999,192.49420890000002
sorted_degree,LP1_64,301,48,48.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.18256800000006,193.0604848
sorted_degree,LP1_64,301,49,49.0,step7_301_sorted_degree_TIP3_O_exp.dat,321.77828719999997,192.179617
sorted_degree,LP1_64,301,50,50.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.95347460000005,192.31165670000001
sorted_degree,LP1_64,301,51,51.0,step7_301_sorted_degree_TIP3_O_exp.dat,322.2010266,193.5191772
sorted_degree,LP1_64,301,52,52.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.92634269999996,191.58798510000003
sorted_degree,LP1_64,301,53,53.0,step7_301_sorted_degree_TIP3_O_exp.dat,317.54802549999994,190.1609153
sorted_degree,LP1_64,301,54,54.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.9788603,190.4980837
sorted_degree,LP1_64,301,55,55.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.62106759999995,191.6033252
sorted_degree,LP1_64,301,56,56.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.56105510000003,190.6208625
sorted_degree,LP1_64,301,57,57.0,step7_301_sorted_degree_TIP3_O_exp.dat,317.3251584,190.5689452
sorted_degree,LP1_64,301,58,58.0,step7_301_sorted_degree_TIP3_O_exp.dat,317.0912128,190.7236387
sorted_degree,LP1_64,301,59,59.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.3606338999999,191.6561277
sorted_degree,LP1_64,301,60,60.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.78358879999996,192.99486910000002
sorted_degree,LP1_64,301,61,61.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.1899852,191.36666599999998
sorted_degree,LP1_64,301,62,62.0,step7_301_sorted_degree_TIP3_O_exp.dat,320.47077060000004,192.6069305
sorted_degree,LP1_64,301,63,63.0,step7_301_sorted_degree_TIP3_O_exp.dat,318.5561173,191.3379608
sorted_degree,LP1_64,301,64,64.0,step7_301_sorted_degree_TIP3_O_exp.dat,323.07102139999995,192.8197184
sorted_degree,LP1_64,301,65,65.0,step7_301_sorted_degree_TIP3_O_exp.dat,319.8305308,191.27064059999998
